LECROYHDO4104,18445,Waveform
Segments,1,SegmentSize,502
Ampl
0.99297
0.99288
0.99279
0.99266
0.99283
0.99302
0.99263
0.9929
0.99284
0.99262
0.99281
0.99272
0.99291
0.99331
0.99289
0.99299
0.99276
0.99293
0.99249
0.99296
0.99349
0.99225
0.99335
0.99292
0.99303
0.99305
0.99285
0.99324
0.99292
0.99311
0.99252
0.99299
0.99333
0.99247
0.99306
0.99296
0.99306
0.99294
0.99286
0.99296
0.99287
0.99324
0.99273
0.99303
0.99314
0.99301
0.99315
0.99292
0.99313
0.99205
0.99405
0.99435
0.98807
0.99949
0.98738
0.99553
0.99363
0.98991
0.99757
0.98774
0.99699
0.99135
0.99227
0.99556
0.9893
0.99655
0.9904
0.99454
0.99359
0.9909
0.99568
0.99043
0.9951
0.99246
0.99274
0.99438
0.99097
0.99496
0.99163
0.99366
0.99352
0.99183
0.99455
0.98807
1.00071
0.98388
0.99839
0.99257
0.98851
1.00065
0.98393
1.00021
0.98927
0.99211
0.99688
0.98662
0.99904
0.98791
0.9954
0.99344
0.98995
0.99739
0.98828
0.99674
0.99122
0.99282
0.99534
0.98953
0.99648
0.99027
0.99417
0.99321
0.99123
0.99557
0.99031
0.99482
0.98792
0.99782
0.99128
0.99036
0.99943
0.98426
1.00056
0.98844
0.99304
0.99637
0.98726
0.99921
0.98723
0.99591
0.99274
0.99044
0.99709
0.98796
0.99699
0.99065
0.99328
0.99511
0.98963
0.99666
0.99001
0.99439
0.99289
0.99157
0.99547
0.99014
0.99515
0.99169
0.99278
0.99349
0.99206
0.99706
0.98498
1.00218
0.98583
0.99523
0.99507
0.98707
1.00025
0.98589
0.99783
0.99154
0.99077
0.99729
0.98731
0.99787
0.98945
0.99411
0.99447
0.98959
0.99706
0.98928
0.99568
0.99267
0.99177
0.99564
0.98982
0.9955
0.99128
0.99341
0.99399
0.99096
0.9955
0.988
1.00092
0.98444
0.99806
0.9933
0.98821
1.00066
0.9845
0.9999
0.98977
0.99214
0.99722
0.98719
0.999
0.98817
0.99518
0.99357
0.99001
0.99741
0.98848
0.99657
0.99124
0.99223
0.99541
0.98951
0.99618
0.99061
0.99395
0.99374
0.99116
0.99577
0.99031
0.99524
0.98749
0.99884
0.99115
0.98969
1.00052
0.98352
1.00176
0.98745
0.99348
0.9965
0.98613
1.00042
0.98636
0.99645
0.99268
0.98972
0.99798
0.98774
0.99751
0.99036
0.99311
0.9952
0.98888
0.9974
0.98915
0.9949
0.99293
0.99116
0.99588
0.9899
0.99563
0.99176
0.99295
0.99368
0.99179
0.99754
0.98443
1.00238
0.98543
0.99536
0.99518
0.98731
1.0007
0.98552
0.99774
0.99189
0.99062
0.99749
0.98705
0.99822
0.98958
0.99377
0.99445
0.98955
0.99764
0.98922
0.99557
0.99232
0.99161
0.99602
0.98958
0.99603
0.99126
0.99331
0.99393
0.99073
0.99558
0.98768
1.00135
0.98434
0.9978
0.99358
0.98779
1.00068
0.9842
0.9996
0.9897
0.99191
0.99747
0.98686
0.99931
0.98819
0.99511
0.99417
0.98944
0.99742
0.98847
0.99658
0.9914
0.99214
0.9955
0.98943
0.99627
0.99026
0.994
0.99361
0.99096
0.99559
0.99015
0.99507
0.98741
0.99832
0.99136
0.98976
1.0004
0.98352
1.0018
0.98777
0.9932
0.99654
0.98621
1.0006
0.9866
0.99661
0.99269
0.98969
0.9979
0.98729
0.99747
0.99026
0.99309
0.99533
0.98915
0.99729
0.98954
0.99499
0.9931
0.9914
0.99607
0.98961
0.9955
0.99149
0.99289
0.99378
0.99164
0.99755
0.98496
1.00211
0.98636
0.99504
0.99556
0.98729
0.99993
0.98596
0.9974
0.99168
0.99082
0.99731
0.9874
0.99791
0.98971
0.99355
0.99462
0.98962
0.99685
0.98931
0.99538
0.99247
0.99159
0.9955
0.9898
0.99561
0.99159
0.993
0.99425
0.99099
0.99553
0.98743
1.00059
0.98469
0.99771
0.99326
0.98814
1.00097
0.98481
0.99967
0.98992
0.99195
0.99692
0.98708
0.99901
0.9882
0.99513
0.99372
0.98978
0.99737
0.9883
0.99664
0.99148
0.99228
0.99551
0.98951
0.99639
0.99045
0.99433
0.99394
0.99095
0.99535
0.99028
0.99449
0.99265
0.99274
0.99425
0.99116
0.99482
0.99182
0.99363
0.99376
0.99187
0.99473
0.99159
0.99403
0.9929
0.99278
0.99375
0.99221
0.99393
0.99203
0.99317
0.99332
0.99246
0.99373
0.99226
0.99366
0.99277
0.99313
0.99328
0.99247
0.99358
0.99274
0.99313
0.99318
0.99258
0.99363
0.99253
0.99348
0.99331
0.99315
0.99327
0.99276
0.99343
0.99302
0.99298
0.99319
0.99295
0.99315
0.99269
0.99332
0.99307
0.99295
0.99298
0.99312
0.99327
0.99302
0.99333
0.99312
0.9928
0.99295
0.99289
0.99313
0.99318
0.99313
0.99287
0.99303
0.99302
0.99295
0.99316
0.99296
0.99298
0.99322
0.99308
0.99295
0.99297
0.99294
0.99279
0.99313
0.99317
0.99315
0.99307
0.99314
0.99289
0.99275
0.99308
0.99298
0.99339
0.99323
