LECROYHDO4104,18445,Waveform
Segments,1,SegmentSize,502
Ampl
0.99337
0.99312
0.99345
0.99331
0.99343
0.99358
0.9931
0.99319
0.9932
0.99311
0.99316
0.99295
0.99301
0.99304
0.99342
0.99327
0.99305
0.99329
0.99307
0.9935
0.99331
0.99323
0.99339
0.99287
0.99334
0.99264
0.99322
0.99308
0.9928
0.99364
0.99312
0.99346
0.99315
0.99314
0.99324
0.99335
0.99342
0.99297
0.99323
0.99348
0.99326
0.99339
0.99298
0.99305
0.99308
0.9932
0.99331
0.99318
0.99284
0.98975
0.99716
0.9913
0.9925
0.99694
0.98724
0.99897
0.98952
0.99404
0.99474
0.98981
0.99758
0.98908
0.99577
0.9926
0.99153
0.99604
0.98986
0.99604
0.99144
0.99367
0.99442
0.99109
0.99583
0.99154
0.99495
0.99316
0.9923
0.99505
0.99127
0.99511
0.99227
0.99351
0.9934
0.99311
0.99719
0.98509
1.00309
0.98572
0.99583
0.99547
0.98737
1.00079
0.98575
0.99814
0.99149
0.9912
0.99779
0.98719
0.99858
0.98951
0.99432
0.99485
0.98962
0.99789
0.98977
0.9958
0.99291
0.99208
0.99603
0.98994
0.99627
0.99117
0.99368
0.99403
0.99069
0.99565
0.98806
1.00114
0.98516
0.99733
0.99425
0.98821
1.00146
0.98506
0.99943
0.99099
0.99161
0.99782
0.98697
0.99912
0.98878
0.99484
0.99411
0.99023
0.9977
0.98868
0.99641
0.99185
0.99215
0.99599
0.9898
0.99634
0.99079
0.99449
0.99408
0.99129
0.99604
0.99064
0.99496
0.98803
0.99782
0.99206
0.98999
1.00086
0.98386
1.00143
0.98877
0.99301
0.9972
0.98702
1.0002
0.98755
0.9962
0.99319
0.99018
0.99816
0.98811
0.99735
0.99136
0.99337
0.99559
0.98969
0.99704
0.99031
0.99466
0.99377
0.99163
0.99629
0.99019
0.99579
0.99218
0.99296
0.99449
0.99182
0.9979
0.98501
1.00272
0.9866
0.99491
0.99602
0.98722
1.0011
0.98641
0.99754
0.99239
0.99077
0.99793
0.98742
0.99852
0.99009
0.99403
0.99525
0.98971
0.99776
0.98955
0.9958
0.993
0.99179
0.99656
0.99022
0.99596
0.9915
0.99355
0.9943
0.99108
0.99574
0.98785
1.00085
0.98525
0.99737
0.99452
0.98803
1.00122
0.98502
0.99953
0.99077
0.99185
0.99783
0.98705
0.99939
0.98859
0.9948
0.99441
0.98969
0.99793
0.98881
0.9966
0.99248
0.99237
0.99631
0.98974
0.99654
0.99123
0.9941
0.99398
0.99119
0.99584
0.9909
0.99474
0.98841
0.99771
0.99228
0.98992
1.00087
0.98372
1.00181
0.98873
0.99318
0.99738
0.98655
1.00049
0.98713
0.99643
0.99372
0.99003
0.99846
0.98789
0.9976
0.99094
0.99276
0.99586
0.98943
0.99746
0.99008
0.99483
0.99385
0.99168
0.99631
0.99093
0.99557
0.99194
0.99293
0.99442
0.99178
0.99818
0.98465
1.00263
0.98671
0.99491
0.99601
0.98732
1.00085
0.98612
0.99765
0.99247
0.99046
0.99817
0.98729
0.99822
0.99025
0.99382
0.99526
0.9896
0.9974
0.98962
0.99534
0.99327
0.99192
0.99624
0.99018
0.99608
0.9922
0.99355
0.9944
0.99115
0.99569
0.98778
1.00195
0.98429
0.99776
0.99435
0.9878
1.00193
0.98423
1.00017
0.99049
0.99154
0.99822
0.98647
0.99999
0.98845
0.99499
0.9948
0.98984
0.9984
0.9885
0.99665
0.99179
0.99233
0.99609
0.98934
0.99708
0.99048
0.99436
0.99445
0.99122
0.99626
0.99081
0.99519
0.98835
0.99813
0.99223
0.9897
1.00072
0.98442
1.00111
0.98934
0.99292
0.9973
0.98706
1.00026
0.98765
0.99604
0.99359
0.98987
0.99799
0.98806
0.99734
0.99149
0.99301
0.99581
0.99002
0.99727
0.9902
0.99494
0.9938
0.99151
0.99631
0.99051
0.99549
0.99222
0.99262
0.9945
0.99214
0.998
0.98486
1.00294
0.98665
0.99482
0.99616
0.98715
1.00088
0.9865
0.99807
0.99219
0.9909
0.99808
0.98713
0.99868
0.99001
0.99397
0.99498
0.98998
0.99767
0.98948
0.99566
0.9928
0.99192
0.9961
0.98999
0.99631
0.99159
0.99367
0.99477
0.99133
0.99565
0.99128
0.99466
0.99317
0.99288
0.9948
0.99139
0.99523
0.9923
0.99349
0.99416
0.99178
0.99496
0.99205
0.99426
0.99312
0.99302
0.9943
0.99231
0.99458
0.99265
0.99341
0.99384
0.99305
0.99435
0.99299
0.99395
0.99335
0.99326
0.99379
0.99259
0.99392
0.9932
0.99325
0.99374
0.99327
0.99384
0.99347
0.99361
0.99319
0.99349
0.99356
0.99305
0.99362
0.99349
0.99325
0.99359
0.99364
0.9934
0.99321
0.99362
0.99331
0.99347
0.99347
0.99338
0.99344
0.99325
0.99351
0.99361
0.99343
0.99366
0.99363
0.99344
0.99363
0.99363
0.99359
0.99346
0.99362
0.99351
0.99343
0.99357
0.99345
0.99301
0.99374
0.99361
0.99312
0.99361
0.99315
0.99328
0.99363
0.99361
0.99317
0.99315
0.99351
0.99317
0.99343
0.99326
